Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
Mohamed Salah,90,RW  RM,Normal  Explosive,193K,4,3,H \ M,90,89,82,90,45,75,"175cm | 5'9""  Salah (71kg)",565,471,2256,Liverpool,Premier League,Egypt
Virgil van Dijk,90,CB,Normal  Lengthy,213K,2,3,M \ H,81,60,71,72,91,86,"193cm | 6'4""  Unique (92kg)",797,461,2149,Liverpool,Premier League,Netherlands
Cristiano Ronaldo,90,ST  CF,Normal  Controlled,475K,5,4,H \ L,81,92,78,85,34,75,"187cm | 6'2""  CR7 (83kg)",2362,445,2196,Manchester Utd,Premier League,Portugal
Thibaut Courtois,90,GK,Normal  Controlled,55.5K,1,3,M \ M,84,89,75,90,46,89,"199cm | 6'6""  Courtois (96kg)",360,473,973,Real Madrid,LaLiga Santander,Belgium
Manuel Neuer,90,GK,Normal  Controlled,47.5K,1,4,M \ M,87,88,91,88,56,91,"193cm | 6'4""  Unique (93kg)",226,501,1160,FC Bayern,Bundesliga,Germany
Heung Min Son,90,LW  LM,IF  Controlled,429K,4,5,H \ M,89,90,84,87,43,71,"183cm | 6'0""  Unique (78kg)",453,464,2216,Spurs,Premier League,Korea Republic
Marcos Cafú,90,RB  RWB,Icon  Controlled,915K,4,3,H \ M,90,57,85,87,88,84,"176cm | 5'9""  Average (75kg)",26,491,2317,FUT 22 ICONS,Icons,Brazil
Neymar Jr,90,CAM  LM,IF  Explosive,1.2M,5,5,H \ M,88,85,86,94,38,63,"175cm | 5'9""  Neymar (68kg)",1682,454,2230,Paris SG,Ligue 1,Brazil
Franck Ribéry,90,"CF  CAM,ST",Rulebreakers  Controlled,865K,5,5,M \ L,90,88,78,90,37,68,"170cm | 5'7""  Short & Lean- (72kg)",1250,451,2148,Salernitana,Serie A TIM,France
Alan Shearer,89,ST  CF,Icon  Controlled,172K,2,3,H \ M,84,90,75,78,48,84,"182cm | 6'0""  Average (76kg)",-65,459,2237,FUT 22 ICONS,Icons,England
Ashley Cole,89,LB,Icon  Controlled,0,3,2,H \ M,89,67,83,83,88,80,"176cm | 5'9""  Average (66kg)",185,490,2353,FUT 22 ICONS,Icons,England
Bastian Schweinsteiger,89,CM  LM,Icon  Controlled,302K,3,3,H \ H,68,83,87,83,85,87,"183cm | 6'0""  Average (79kg)",264,493,2427,FUT 22 ICONS,Icons,Germany
Bobby Moore,89,CB,Icon  Controlled,108K,2,3,M \ M,66,60,81,75,91,83,"178cm | 5'10""  Average (73kg)",-170,456,2264,FUT 22 ICONS,Icons,England
David Beckham,89,"RM  CM,RW",Icon  Controlled,490K,3,3,H \ H,80,85,92,86,68,80,"182cm | 6'0""  Unique (71kg)",773,491,2405,FUT 22 ICONS,Icons,England
David Trezeguet,89,ST  CF,Icon  Lengthy,220K,4,4,M \ L,82,90,68,80,43,76,"187cm | 6'2""  High & Average+ (75kg)",87,439,2068,FUT 22 ICONS,Icons,France
Didier Drogba,89,ST  CF,Icon  Lengthy,950K,4,4,H \ H,85,90,75,80,46,88,"189cm | 6'2""  High & Average (91kg)",377,464,2226,FUT 22 ICONS,Icons,Côte d'Ivoire
Edwin van der Sar,89,GK,Icon  Controlled,370K,1,3,M \ M,87,86,83,90,47,89,"197cm | 6'6""  High & Average+ (83kg)",488,482,971,FUT 22 ICONS,Icons,Netherlands
Eusébio,89,CF  ST,Icon  Explosive,3.06M,4,5,H \ M,95,91,82,90,43,78,"175cm | 5'9""  Average (76kg)",1610,479,2325,FUT 22 ICONS,Icons,Portugal
Fabio Cannavaro,89,CB,Icon  Controlled,203K,2,3,L \ H,76,44,62,67,92,82,"176cm | 5'9""  Average (75kg)",287,423,2012,FUT 22 ICONS,Icons,Italy
Ferenc Puskás,89,CF  ST,Icon  Explosive,1.22M,4,3,H \ L,90,93,85,90,42,73,"172cm | 5'8""  Stocky (72kg)",1393,473,2295,FUT 22 ICONS,Icons,Hungary
Fernando Hierro Ruiz,89,CB,Icon  Lengthy,132K,2,3,M \ M,71,66,75,70,90,84,"187cm | 6'2""  Average (85kg)",49,456,2244,FUT 22 ICONS,Icons,Spain
Gary Lineker,89,ST  CF,Icon  Controlled,280K,3,4,H \ L,89,90,70,84,38,74,"177cm | 5'10""  Average (73kg)",223,445,2129,FUT 22 ICONS,Icons,England
Gennaro Gattuso,89,CDM,Icon  Lengthy,0,2,3,M \ H,73,65,72,73,91,89,"177cm | 5'10""  Stocky (77kg)",34,463,2167,FUT 22 ICONS,Icons,Italy
Gheorghe Hagi,89,CAM  LM,Icon  Explosive,314K,4,4,M \ L,85,87,89,89,40,65,"172cm | 5'8""  Average (68kg)",642,455,2233,FUT 22 ICONS,Icons,Romania
Gianluca Zambrotta,89,RB,Icon  Controlled,0,4,5,H \ M,90,72,84,85,88,86,"181cm | 5'11""  Average (76kg)",558,505,2396,FUT 22 ICONS,Icons,Italy
Hugo Sánchez,89,ST  CF,Icon  Explosive,368K,3,3,H \ M,90,88,78,89,41,70,"176cm | 5'9""  Average (73kg)",318,456,2210,FUT 22 ICONS,Icons,Mexico
Ian Rush,89,ST  CF,Icon  Controlled,159K,3,4,H \ M,83,90,72,85,44,80,"180cm | 5'11""  Lean (79kg)",104,454,2204,FUT 22 ICONS,Icons,Wales
Ian Wright,89,ST,Icon  Controlled,0,3,4,M \ M,89,90,70,82,41,77,"175cm | 5'9""  Average (73kg)",83,449,2154,FUT 22 ICONS,Icons,England
Johan Cruyff,89,CF  ST,Icon  Explosive,2.34M,5,5,H \ L,92,87,85,92,40,70,"180cm | 5'11""  Lean (66kg)",1633,466,2235,FUT 22 ICONS,Icons,Netherlands
John Barnes,89,LW,Icon  Controlled,0,4,4,H \ M,90,87,85,91,45,85,"182cm | 6'0""  Average (76kg)",131,483,2278,FUT 22 ICONS,Icons,England
Riquelme,89,CAM,Icon  Controlled,125K,5,4,M \ L,68,83,91,92,32,67,"183cm | 6'0""  Average (79kg)",115,433,2151,FUT 22 ICONS,Icons,Argentina
Laurent Blanc,89,CB  CAM,Icon  Controlled,385K,2,3,M \ H,79,68,70,79,90,85,"192cm | 6'4""  High & Average (82kg)",561,471,2249,FUT 22 ICONS,Icons,France
Lev Yashin,89,GK,Icon  Controlled,179K,1,3,M \ M,91,86,72,92,64,89,"189cm | 6'2""  High & Average+ (82kg)",217,494,1269,FUT 22 ICONS,Icons,Russia
Marco van Basten,89,ST  CF,Icon  Controlled,198K,3,4,M \ M,83,91,72,86,35,76,"188cm | 6'2""  High & Average+ (77kg)",461,443,2150,FUT 22 ICONS,Icons,Netherlands
Michael Ballack,89,CM  CAM,Icon  Lengthy,619K,4,4,M \ H,78,87,88,82,78,88,"188cm | 6'2""  High & Average (85kg)",494,501,2411,FUT 22 ICONS,Icons,Germany
Michael Laudrup,89,"LW  LM,CAM",Icon  Controlled,112K,4,4,M \ M,82,77,89,90,36,62,"183cm | 6'0""  Average (78kg)",28,436,2120,FUT 22 ICONS,Icons,Denmark
Miroslav Klose,89,ST  CF,Icon  Controlled,150K,3,4,H \ M,83,87,75,81,42,78,"184cm | 6'0""  Lean (81kg)",169,446,2172,FUT 22 ICONS,Icons,Germany
Paul Scholes,89,CM  CAM,Icon  Controlled,180K,3,3,H \ M,71,86,89,81,64,80,"171cm | 5'7""  Short & Lean- (72kg)",-10,471,2329,FUT 22 ICONS,Icons,England
Pavel Nedvěd,89,LM  LW,Icon  Controlled,420K,4,5,H \ M,88,86,88,88,52,80,"177cm | 5'10""  Average (71kg)",626,482,2312,FUT 22 ICONS,Icons,Czech Republic
Philipp Lahm,89,"CDM  RB,LB",Icon  Explosive,560K,3,3,H \ H,82,70,88,85,90,70,"170cm | 5'7""  Short & Lean- (66kg)",1077,485,2363,FUT 22 ICONS,Icons,Germany
Kaká,89,CAM,Icon  Controlled,545K,5,4,H \ M,85,82,87,90,43,70,"186cm | 6'1""  Unique (79kg)",623,457,2172,FUT 22 ICONS,Icons,Brazil
Roberto Baggio,89,"CF  CAM,ST",Icon  Explosive,281K,5,4,M \ L,82,83,90,90,41,61,"174cm | 5'9""  Unique (74kg)",372,447,2176,FUT 22 ICONS,Icons,Italy
Ronaldinho,89,CAM  LW,Icon  Controlled,1.02M,5,4,M \ L,80,85,88,90,38,77,"180cm | 5'11""  Ronaldinho (79kg)",925,458,2217,FUT 22 ICONS,Icons,Brazil
Sócrates,89,CAM,Icon  Controlled,510K,4,5,H \ M,82,88,88,88,46,83,"192cm | 6'4""  High & Average+ (79kg)",617,475,2295,FUT 22 ICONS,Icons,Brazil
Sol Campbell,89,CB,Icon  Lengthy,0,2,3,L \ M,80,45,60,54,90,90,"188cm | 6'2""  High & Stocky (90kg)",185,419,1891,FUT 22 ICONS,Icons,England
Steven Gerrard,89,CM  CDM,Icon  Controlled,499K,3,3,H \ H,80,86,88,84,75,80,"183cm | 6'0""  Average (80kg)",616,493,2385,FUT 22 ICONS,Icons,England
Robin van Persie,89,ST  CF,Icon  Controlled,490K,4,4,M \ L,83,92,85,88,44,75,"187cm | 6'2""  High & Average (71kg)",494,467,2259,FUT 22 ICONS,Icons,Netherlands
Ricardo Carvalho,89,CB,WCHero,0,0,0,\,80,57,73,74,92,83,"183cm | 6'0""  Average (79kg)",54,459,-,HERO,Premier League,Portugal
Yaya Touré,89,CDM,WCHero,0,0,0,\,82,85,88,87,82,91,"188cm | 6'2""  High & Average+ (90kg)",318,515,-,HERO,Premier League,Côte d'Ivoire
Jay-Jay Okocha,89,CAM,WCHero,0,0,0,\,89,85,84,94,41,62,"175cm | 5'9""",47,455,-,HERO,Ligue 1,Nigeria
Tomas Brolin,89,ST,WCHero,0,0,0,\,90,92,85,92,61,71,"176cm | 5'9""  Average (73kg)",37,491,-,HERO,Serie A TIM,Sweden
Javier Mascherano,89,CDM,WCHero,0,0,0,\,78,56,77,77,90,87,"174cm | 5'9""  Short & Lean- (73kg)",55,465,-,HERO,Premier League,Argentina
Rafael Márquez,89,CDM,WCHero,0,0,0,\,78,66,76,75,91,89,"184cm | 6'0""  Average (75kg)",33,475,-,HERO,LaLiga Santander,Mexico
Müller,89,ST  CF,Icon  Explosive,1.17M,4,4,H \ M,89,90,72,85,40,75,"176cm | 5'9""  Stocky (74kg)",148,451,2203,FUT 22 ICONS,Icons,Germany
Xabi Alonso,89,CDM  CM,Icon  Controlled,270K,3,4,H \ H,72,77,87,79,84,82,"183cm | 6'0""  Average (75kg)",17,481,2339,FUT 22 ICONS,Icons,Spain
Neymar Jr,89,LW  LM,Normal  Explosive,515K,5,5,H \ M,87,83,85,93,37,61,"175cm | 5'9""  Neymar (68kg)",1080,446,2191,Paris SG,Ligue 1,Brazil
Heung Min Son,89,LW  LM,Normal  Controlled,59K,4,5,H \ M,88,89,82,86,42,69,"183cm | 6'0""  Unique (78kg)",953,456,2177,Spurs,Premier League,Korea Republic
Sadio Mané,89,"LM  CF,LW",Normal  Explosive,110K,4,4,H \ M,90,83,80,88,44,77,"174cm | 5'9""  Unique (69kg)",775,462,2216,FC Bayern,Bundesliga,Senegal
Joshua Kimmich,89,CDM  RB,Normal  Explosive,34.75K,3,4,H \ M,68,72,87,84,83,79,"177cm | 5'10""  Average (75kg)",223,473,2308,FC Bayern,Bundesliga,Germany
Casemiro,89,CDM,Normal  Lengthy,34.25K,2,3,M \ H,63,73,75,72,87,90,"185cm | 6'1""  Unique (84kg)",475,460,2226,Manchester Utd,Premier League,Brazil
Alisson,89,GK,Normal  Lengthy,41.75K,1,3,M \ M,86,85,85,89,54,90,"191cm | 6'3""  Unique (91kg)",171,489,1070,Liverpool,Premier League,Brazil
Harry Kane,89,ST  CF,Normal  Lengthy,34.25K,3,5,H \ H,68,91,83,82,47,82,"188cm | 6'2""  Unique (89kg)",451,453,2231,Spurs,Premier League,England
Ederson,89,GK,Normal  Lengthy,39K,1,3,M \ M,87,82,93,88,64,88,"188cm | 6'2""  Unique (86kg)",131,502,1215,Manchester City,Premier League,Brazil
N'Golo Kanté,89,CDM  CM,Normal  Controlled,121K,2,3,M \ H,72,66,74,81,87,82,"168cm | 5'6""  Unique (70kg)",690,462,2184,Chelsea,Premier League,France
Jan Oblak,89,GK,Normal  Controlled,35K,1,3,M \ M,86,90,78,89,49,87,"188cm | 6'2""  Unique (87kg)",63,479,1040,Atlético de Madrid,LaLiga Santander,Slovenia
Morientes,89,ST  CF,Hero  Controlled,140K,4,4,H \ M,84,90,77,83,45,86,"186cm | 6'1""  High & Average (79kg)",510,465,2242,HERO,LaLiga Santander,Spain
Abedi Pelé,89,"CAM  LM,CF",Hero  Explosive,543K,4,4,M \ M,91,83,87,91,48,66,"174cm | 5'9""  Average (67kg)",129,466,2267,HERO,Ligue 1,Ghana
David Ginola,89,"LM  CAM,ST,LW",Hero  Controlled,1.93M,5,5,H \ M,90,88,87,91,55,84,"186cm | 6'1""  High & Average (83kg)",353,495,2375,HERO,Ligue 1,France
Iker Casillas,89,GK,Icon  Controlled,198K,1,3,M \ M,90,88,84,88,58,91,"185cm | 6'1""  Average (84kg)",-128,499,1292,FUT 22 ICONS,Icons,Spain
Jürgen Kohler,89,CB,Hero  Lengthy,81.5K,2,3,M \ H,71,51,63,62,91,90,"186cm | 6'1""  High & Average (84kg)",117,428,2033,HERO,Bundesliga,Germany
Rudi Völler,89,ST  CF,Hero  Controlled,588K,3,4,H \ M,89,90,76,86,47,85,"180cm | 5'11""  Average (77kg)",437,473,2288,HERO,Bundesliga,Germany
Jean-Pierre Papin,89,ST  CF,Hero  Controlled,136K,3,4,H \ M,83,93,73,83,44,76,"176cm | 5'9""  Average (72kg)",392,452,2212,HERO,Ligue 1,France
Lucimar da Silva Ferreira,89,CB,Hero  Lengthy,700K,3,3,M \ H,82,72,74,77,91,89,"188cm | 6'2""  High & Average (84kg)",340,485,2303,HERO,Serie A TIM,Brazil
Marquinhos,89,CB,IF  Controlled,269K,3,3,M \ H,80,57,76,76,90,82,"183cm | 6'0""  Average (75kg)",230,461,2159,Paris SG,Ligue 1,Brazil
Luka Modric,89,CM,IF  Explosive,115K,4,4,M \ M,75,78,90,89,73,67,"172cm | 5'8""  Lean (66kg)",690,472,2334,Real Madrid,LaLiga Santander,Croatia
Sadio Mané,89,"LM  CF,LW",OTW  Explosive,580K,4,4,H \ M,90,83,80,88,44,77,"174cm | 5'9""  Unique (69kg)",390,462,2216,FC Bayern,Bundesliga,Senegal
Erling Haaland,89,ST  CF,OTW  Lengthy,2.09M,3,3,H \ M,90,92,67,82,50,88,"195cm | 6'5""  Unique (94kg)",1584,469,2194,Manchester City,Premier League,Norway
Erling Haaland,89,ST  CF,IF  Lengthy,587K,3,3,H \ M,90,92,67,82,50,88,"195cm | 6'5""  Unique (94kg)",891,469,2194,Manchester City,Premier League,Norway
Aubameyang,89,ST  CF,UCL LIVE  Controlled,510K,4,4,H \ L,91,88,80,83,40,72,"187cm | 6'2""  Unique (80kg)",1111,454,2193,Chelsea,Premier League,Gabon
Gianluigi Donnarumma,89,GK,IF  Controlled,51K,1,3,M \ M,91,84,81,90,54,86,"196cm | 6'5""  Unique (90kg)",158,486,1018,Paris SG,Ligue 1,Italy
João Cancelo,89,"LB  RB,LWB",IF  Controlled,161K,4,4,H \ M,86,75,86,86,82,75,"182cm | 6'0""  Unique (74kg)",834,490,2328,Manchester City,Premier League,Portugal
Gerard Piqué,89,CB,Rulebreakers  Lengthy,263K,2,3,H \ M,83,58,77,74,88,87,"194cm | 6'4""  Unique (85kg)",354,467,2159,FC Barcelona,LaLiga Santander,Spain
Toni Kroos,89,CM,IF  Controlled,40K,3,5,M \ M,55,82,91,82,72,70,"183cm | 6'0""  Average (76kg)",372,452,2218,Real Madrid,LaLiga Santander,Germany
Sergio Ramos,89,CB,Rulebreakers  Lengthy,331K,3,3,H \ M,80,65,76,74,89,84,"184cm | 6'0""  Unique (82kg)",723,468,2287,Paris SG,Ligue 1,Spain
Thiago,89,CM,Rulebreakers  Explosive,390K,5,3,M \ M,85,84,89,87,75,73,"174cm | 5'9""  Average (70kg)",777,493,2414,Liverpool,Premier League,Spain
Alessandro Nesta,88,CB,Icon  Lengthy,137K,2,3,M \ H,70,40,63,65,90,85,"187cm | 6'2""  Unique (80kg)",73,413,1883,FUT 22 ICONS,Icons,Italy
Andrea Pirlo,88,CM  CDM,Icon  Controlled,207K,5,4,M \ M,70,79,91,90,66,64,"177cm | 5'10""  Average (68kg)",300,460,2253,FUT 22 ICONS,Icons,Italy
Andriy Shevchenko,88,"ST  CF,RW",Icon  Controlled,170K,3,4,H \ M,84,89,73,85,35,75,"183cm | 6'0""  Average (73kg)",189,441,2161,FUT 22 ICONS,Icons,Ukraine
Christian Vieri,88,ST  CF,Icon  Lengthy,115K,3,4,M \ L,82,88,70,80,41,84,"185cm | 6'1""  High & Stocky (82kg)",23,445,2116,FUT 22 ICONS,Icons,Italy
Clarence Seedorf,88,CM  CAM,Icon  Controlled,675K,4,4,H \ M,82,85,87,86,70,85,"176cm | 5'9""  Stocky (77kg)",977,495,2378,FUT 22 ICONS,Icons,Netherlands
Emmanuel Petit,88,"CDM  CB,LB",Icon  Controlled,385K,3,3,H \ H,75,77,81,77,86,88,"185cm | 6'1""  High & Average (79kg)",361,484,2333,FUT 22 ICONS,Icons,France
Éric Cantona,88,CF  ST,Icon  Controlled,1.38M,5,4,H \ M,87,88,87,90,50,90,"188cm | 6'2""  High & Average (82kg)",964,492,2388,FUT 22 ICONS,Icons,France
Fernando Torres,88,ST  CF,Icon  Controlled,683K,4,4,H \ M,91,87,73,86,43,75,"186cm | 6'1""  High & Average (77kg)",852,455,2181,FUT 22 ICONS,Icons,Spain
Franco Baresi,88,CB  CDM,Icon  Controlled,106K,2,3,M \ H,71,47,70,72,89,82,"176cm | 5'9""  Average (68kg)",31,431,2058,FUT 22 ICONS,Icons,Italy
Frank Lampard,88,"CM  CDM,CAM",Icon  Controlled,145K,3,4,M \ M,66,88,87,83,70,76,"184cm | 6'0""  Average (89kg)",-48,470,2299,FUT 22 ICONS,Icons,England
Frank Rijkaard,88,CB  CDM,Icon  Lengthy,289K,3,4,M \ M,78,73,79,78,88,85,"187cm | 6'2""  High & Average (85kg)",420,481,2263,FUT 22 ICONS,Icons,Netherlands
George Best,88,"RW  RM,CAM,LW",Icon  Explosive,820K,4,4,M \ M,91,88,81,92,59,70,"175cm | 5'9""  Lean (64kg)",757,481,2317,FUT 22 ICONS,Icons,Northern Ireland
Jari Litmanen,88,CAM  CF,Icon  Controlled,109K,3,4,H \ M,83,89,81,83,33,64,"181cm | 5'11""  Average (76kg)",157,433,2109,FUT 22 ICONS,Icons,Finland
Javier Zanetti,88,"RB  RWB,LB,CM",Icon  Controlled,379K,2,4,H \ H,83,61,85,82,87,80,"178cm | 5'10""  Average (75kg)",228,478,2237,FUT 22 ICONS,Icons,Argentina
Juan Sebastián Verón,88,CM  CDM,Icon  Controlled,204K,3,4,M \ M,74,83,88,83,75,82,"186cm | 6'1""  High & Average (80kg)",237,485,2354,FUT 22 ICONS,Icons,Argentina
Lothar Matthäus,88,"CB  CDM,CM",Icon  Controlled,820K,3,4,H \ H,82,82,87,77,90,80,"174cm | 5'9""  Average (71kg)",514,498,2446,FUT 22 ICONS,Icons,Germany
Luís Figo,88,CAM  RW,Icon  Controlled,373K,4,4,M \ L,88,84,87,88,42,77,"180cm | 5'11""  Average (76kg)",347,466,2220,FUT 22 ICONS,Icons,Portugal
Marcel Desailly,88,CDM  CB,Icon  Lengthy,570K,2,3,M \ H,83,54,69,67,88,88,"185cm | 6'1""  High & Average+ (80kg)",760,449,2088,FUT 22 ICONS,Icons,France
Michael Owen,88,ST  CF,Icon  Explosive,277K,3,4,M \ M,91,86,66,87,31,62,"173cm | 5'8""  Average (70kg)",241,423,2047,FUT 22 ICONS,Icons,England
Nemanja Vidić,88,CB,Icon  Lengthy,180K,2,3,M \ H,70,46,60,61,91,88,"190cm | 6'3""  High & Average (84kg)",86,416,1984,FUT 22 ICONS,Icons,Serbia
Paolo Maldini,88,"LB  CB,LWB",Icon  Controlled,596K,2,4,M \ H,87,54,73,65,90,78,"186cm | 6'1""  High & Average+ (77kg)",658,447,2062,FUT 22 ICONS,Icons,Italy
Patrick Kluivert,88,ST  CF,Icon  Controlled,185K,4,4,H \ L,86,84,79,82,39,81,"188cm | 6'2""  Average (81kg)",115,451,2175,FUT 22 ICONS,Icons,Netherlands
Patrick Vieira,88,CM  CDM,Icon  Controlled,1.92M,3,3,M \ H,85,75,80,84,86,89,"192cm | 6'4""  High & Average+ (82kg)",882,499,2329,FUT 22 ICONS,Icons,France
Petr Cech,88,GK,Icon  Controlled,160K,1,3,M \ M,87,87,79,88,51,89,"196cm | 6'5""  High & Average (92kg)",1309,481,1097,FUT 22 ICONS,Icons,Czech Republic
Raúl González Blanco,88,CF  ST,Icon  Explosive,288K,4,4,H \ M,86,86,78,88,45,72,"180cm | 5'11""  Lean (66kg)",652,455,2191,FUT 22 ICONS,Icons,Spain
Rio Ferdinand,88,CB,Icon  Lengthy,293K,3,3,M \ M,80,48,65,64,89,82,"189cm | 6'2""  Unique (87kg)",1134,428,2010,FUT 22 ICONS,Icons,England
Robert Pirès,88,"LM  RM,CAM,LW",Icon  Controlled,216K,4,4,M \ M,88,80,86,86,40,62,"187cm | 6'2""  High & Average (74kg)",133,442,2131,FUT 22 ICONS,Icons,France
Roberto Carlos,88,LB  LWB,Icon  Controlled,709K,3,2,H \ H,90,81,86,79,83,85,"168cm | 5'6""  Unique (70kg)",823,504,2433,FUT 22 ICONS,Icons,Brazil
Ronald Koeman,88,CB  CDM,Icon  Controlled,325K,3,3,H \ M,77,86,86,79,87,83,"181cm | 5'11""  Average (80kg)",263,498,2443,FUT 22 ICONS,Icons,Netherlands
Roy Keane,88,CM,Icon  Lengthy,230K,2,3,M \ H,74,72,84,78,85,88,"180cm | 5'11""  Average (76kg)",712,481,2304,FUT 22 ICONS,Icons,Republic of Ireland
Rui Manuel César Costa,88,CAM,Icon  Controlled,137K,4,4,M \ L,82,80,87,86,47,76,"180cm | 5'11""  Average (74kg)",110,458,2223,FUT 22 ICONS,Icons,Portugal
Xavier Hernández,88,CM  CDM,Icon  Explosive,229K,4,3,H \ H,81,75,89,88,63,64,"170cm | 5'7""  Short & Lean- (67kg)",489,460,2231,FUT 22 ICONS,Icons,Spain
Wayne Rooney,88,"CF  CAM,ST",Icon  Controlled,1.09M,3,4,H \ H,90,90,81,87,50,86,"176cm | 5'9""  Stocky (81kg)",1859,484,2320,FUT 22 ICONS,Icons,England
Al-Owairan,88,CAM,WCHero,0,0,0,\,99,86,83,92,38,76,"184cm | 6'0""  Lean (76kg)",190,474,-,HERO,MBS Pro League (SAU 1),Saudi Arabia
Landon Donovan,88,RM,WCHero,0,0,0,\,92,90,83,87,48,73,"173cm | 5'8""  Average (73kg)",28,473,-,HERO,Major League Soccer,United States
Włodzimierz Smolarek,88,ST,WCHero,0,0,0,\,94,90,82,92,43,85,"171cm | 5'7""  Stocky (70kg)",258,486,-,HERO,Polski Ekstraklasa (POL 1),Poland
Claudio Marchisio,88,CM,WCHero,0,0,0,\,83,84,86,87,81,83,"180cm | 5'11""  Lean (74kg)",113,504,-,HERO,Serie A TIM,Italy
Capdevila,88,LB,WCHero,0,0,0,\,90,78,83,82,87,82,"182cm | 6'0""  Average (79kg)",43,502,-,HERO,LaLiga Santander,Spain
Hidetoshi Nakata,88,CAM,WCHero,0,0,0,\,87,86,86,87,63,67,"175cm | 5'9""",40,476,-,HERO,Serie A TIM,Japan
Harry Kewell,88,CF,WCHero,0,0,0,\,91,87,89,89,53,71,"180cm | 5'10""",43,480,-,HERO,Premier League,Australia
Dirk Kuyt,88,RM,WCHero,0,0,0,\,87,90,84,86,72,84,"183cm | 6'0""  Average (84kg)",88,503,-,HERO,Premier League,Netherlands
Jairzinho,88,"RW  RM,ST",Icon  Controlled,2.2M,5,4,H \ M,91,88,84,90,47,74,"173cm | 5'8""  Average (74kg)",165,474,2277,FUT 22 ICONS,Icons,Brazil
Erling Haaland,88,ST  CF,Normal  Lengthy,193K,3,3,H \ M,89,91,65,80,49,87,"195cm | 6'5""  Unique (94kg)",3680,461,2153,Manchester City,Premier League,Norway
Toni Kroos,88,CM,Normal  Controlled,28K,3,5,M \ M,53,81,90,81,71,68,"183cm | 6'0""  Average (76kg)",284,444,2184,Real Madrid,LaLiga Santander,Germany
Marquinhos,88,CB,Normal  Controlled,31K,3,3,M \ H,79,56,75,74,89,80,"183cm | 6'0""  Average (75kg)",357,453,2121,Paris SG,Ligue 1,Brazil
Bernardo Silva,88,CAM  CM,Rare  Explosive,26.25K,4,3,H \ H,77,78,84,92,61,68,"173cm | 5'8""  Lean (64kg)",648,460,2221,Manchester City,Premier League,Portugal
Rúben Dias,88,CB,Rare  Lengthy,26K,2,4,M \ H,63,39,66,68,88,88,"187cm | 6'2""  High & Average (82kg)",519,412,1928,Manchester City,Premier League,Portugal
João Cancelo,88,"LB  RB,LWB",Rare  Controlled,88K,4,4,H \ M,85,73,85,85,81,73,"182cm | 6'0""  Unique (74kg)",793,482,2290,Manchester City,Premier League,Portugal
ter Stegen,88,GK,Rare  Controlled,26K,1,4,M \ M,86,85,87,90,47,85,"187cm | 6'2""  Unique (85kg)",256,480,1080,FC Barcelona,LaLiga Santander,Germany
Luka Modric,88,CM,Rare  Explosive,26K,4,4,M \ M,73,76,89,88,72,66,"172cm | 5'8""  Lean (66kg)",484,464,2297,Real Madrid,LaLiga Santander,Croatia
Keylor Navas,88,GK,Normal  Controlled,25.75K,1,3,M \ M,89,84,75,89,54,87,"185cm | 6'1""  High & Average (80kg)",104,478,1071,Paris SG,Ligue 1,Costa Rica
Gianluigi Donnarumma,88,GK,Rare  Controlled,27K,1,3,M \ M,90,83,79,89,52,85,"196cm | 6'5""  Unique (90kg)",102,478,1014,Paris SG,Ligue 1,Italy
Jay-Jay Okocha,88,"CAM  RM,ST",Hero  Explosive,588K,5,4,M \ L,87,83,83,93,40,60,"173cm | 5'8""  Average (70kg)",296,446,2174,HERO,Premier League,Nigeria
Antonio Di Natale,88,"ST  CF,LW",Hero  Explosive,840K,4,4,H \ L,90,91,85,90,46,70,"170cm | 5'7""  Short & Lean- (69kg)",260,472,2289,HERO,Serie A TIM,Italy
Mario Gomez,88,ST  CF,Hero  Lengthy,70.5K,3,4,H \ M,83,90,73,82,43,83,"189cm | 6'2""  High & Average (84kg)",279,454,2157,HERO,Bundesliga,Germany
Marcos Cafú,88,RB  RWB,Icon  Controlled,477K,4,3,H \ M,89,55,82,85,86,83,"176cm | 5'9""  Average (74kg)",30,480,2267,FUT 22 ICONS,Icons,Brazil
Diego Milito,88,ST  CF,Hero  Controlled,54K,3,4,H \ L,83,89,75,84,43,80,"183cm | 6'0""  Average (78kg)",242,454,2190,HERO,Serie A TIM,Argentina
Ricardo Carvalho,88,CB,Hero  Controlled,73K,2,3,L \ H,77,56,71,73,91,82,"183cm | 6'0""  Average (79kg)",244,450,2127,HERO,Liga NOS (POR 1),Portugal
Rafael Márquez,88,CB  CDM,Hero  Lengthy,139K,3,3,M \ H,74,65,75,74,90,88,"184cm | 6'0""  Average (75kg)",232,466,2232,HERO,LaLiga Santander,Mexico
Javier Mascherano,88,CB  CDM,Hero  Controlled,162K,3,3,L \ H,76,55,76,75,89,86,"174cm | 5'9""  Short & Lean- (73kg)",278,457,2188,HERO,LaLiga Santander,Argentina
Diego Forlán,88,"ST  CF,LW",Hero  Controlled,319K,4,4,H \ H,86,90,79,85,55,76,"180cm | 5'11""  Average (75kg)",561,471,2273,HERO,LaLiga Santander,Uruguay
